,order_number,line_item,order_date,delivery_date,customer_key,store_key,product_key,quantity,currency_code
36857,1618035,1,2019-06-06,2019-06-10,1684931,0,1616,3,USD
36858,1618036,1,2019-06-06,,1618579,61,1113,2,USD
36859,1618036,2,2019-06-06,,1618579,61,2434,1,USD
36860,1618037,1,2019-06-06,2019-06-11,999350,0,89,1,GBP
36861,1618037,2,2019-06-06,2019-06-11,999350,0,1639,1,GBP
36862,1618039,1,2019-06-06,,1815456,49,1579,4,USD
36863,1618039,2,2019-06-06,,1815456,49,1065,3,USD
36864,1618039,3,2019-06-06,,1815456,49,678,1,USD
36865,1618040,1,2019-06-06,,1735191,54,1693,1,USD
36866,1618040,2,2019-06-06,,1735191,54,1682,7,USD
36867,1618040,3,2019-06-06,,1735191,54,1573,8,USD
36868,1618040,4,2019-06-06,,1735191,54,1432,1,USD
36869,1618040,5,2019-06-06,,1735191,54,129,2,USD
36870,1619000,1,2019-06-07,,1750142,45,1723,7,USD
36871,1619000,2,2019-06-07,,1750142,45,1815,3,USD
36872,1619000,3,2019-06-07,,1750142,45,1825,3,USD
36873,1619000,4,2019-06-07,,1750142,45,461,5,USD
36874,1619000,5,2019-06-07,,1750142,45,827,9,USD
36875,1619000,6,2019-06-07,,1750142,45,1612,1,USD
36876,1619001,1,2019-06-07,,983266,39,505,1,GBP
36877,1619001,2,2019-06-07,,983266,39,1490,1,GBP
36878,1619002,1,2019-06-07,2019-06-09,2024029,0,501,3,USD
36879,1619004,1,2019-06-07,,850585,34,1376,1,EUR
36880,1619004,2,2019-06-07,,850585,34,18,8,EUR
36881,1619004,3,2019-06-07,,850585,34,456,5,EUR
36882,1619004,4,2019-06-07,,850585,34,43,8,EUR
36883,1619004,6,2019-06-07,,850585,34,1531,7,EUR
36884,1619005,1,2019-06-07,,1148932,42,1482,1,GBP
36885,1619006,1,2019-06-07,,771868,30,1747,2,EUR
36886,1619006,2,2019-06-07,,771868,30,344,2,EUR
36887,1619007,1,2019-06-07,,536409,23,1003,1,EUR
36888,1619007,2,2019-06-07,,536409,23,74,3,EUR
36889,1619008,1,2019-06-07,,1168033,37,93,7,GBP
36890,1619010,1,2019-06-07,,949166,37,85,3,GBP
36891,1619010,2,2019-06-07,,949166,37,104,7,GBP
36892,1619011,1,2019-06-07,,939948,39,1605,1,GBP
36893,1619012,1,2019-06-07,,365703,9,481,4,CAD
36894,1619013,1,2019-06-07,2019-06-17,1981004,0,2085,7,USD
36895,1619013,2,2019-06-07,2019-06-17,1981004,0,1777,1,USD
36896,1619013,3,2019-06-07,2019-06-17,1981004,0,187,2,USD
36897,1619013,4,2019-06-07,2019-06-17,1981004,0,1246,2,USD
36898,1619013,5,2019-06-07,2019-06-17,1981004,0,1724,3,USD
36899,1619013,6,2019-06-07,2019-06-17,1981004,0,1627,10,USD
36900,1619014,1,2019-06-07,2019-06-12,85265,0,1321,9,AUD
36901,1619015,1,2019-06-07,,879649,33,1646,4,EUR
36902,1619015,2,2019-06-07,,879649,33,1466,8,EUR
36903,1619015,3,2019-06-07,,879649,33,124,2,EUR
36904,1619015,4,2019-06-07,,879649,33,451,1,EUR
36905,1619016,1,2019-06-07,,915054,38,2015,1,GBP
36906,1619016,2,2019-06-07,,915054,38,449,8,GBP
36907,1619016,3,2019-06-07,,915054,38,965,4,GBP
36908,1619017,1,2019-06-07,2019-06-08,1484963,0,1650,9,USD
36909,1619017,2,2019-06-07,2019-06-08,1484963,0,54,1,USD
36910,1619017,3,2019-06-07,2019-06-08,1484963,0,1578,4,USD
36911,1619017,4,2019-06-07,2019-06-08,1484963,0,1630,3,USD
36912,1619018,1,2019-06-07,,761177,29,1705,4,EUR
36913,1619018,2,2019-06-07,,761177,29,2061,3,EUR
36914,1619019,1,2019-06-07,,513501,22,1578,6,EUR
36915,1619022,1,2019-06-07,,1534539,49,1586,5,USD
36916,1619023,1,2019-06-07,,2016041,54,161,1,USD
36917,1619023,2,2019-06-07,,2016041,54,2016,7,USD
36918,1619024,1,2019-06-07,2019-06-11,2091352,0,2489,3,USD
36919,1619024,2,2019-06-07,2019-06-11,2091352,0,53,2,USD
36920,1619024,3,2019-06-07,2019-06-11,2091352,0,2492,1,USD
36921,1619024,4,2019-06-07,2019-06-11,2091352,0,58,2,USD
36922,1619024,5,2019-06-07,2019-06-11,2091352,0,1302,2,USD
36923,1619025,1,2019-06-07,2019-06-10,601837,0,1621,7,EUR
36924,1619025,2,2019-06-07,2019-06-10,601837,0,991,5,EUR
36925,1619025,3,2019-06-07,2019-06-10,601837,0,2489,2,EUR
36926,1619025,4,2019-06-07,2019-06-10,601837,0,1615,2,EUR
36927,1619027,1,2019-06-07,2019-06-13,528140,0,1454,1,EUR
36928,1620001,1,2019-06-08,,1198504,40,1492,7,GBP
36929,1620001,2,2019-06-08,,1198504,40,423,2,GBP
36930,1620001,3,2019-06-08,,1198504,40,1700,4,GBP
36931,1620002,1,2019-06-08,2019-06-12,1380720,0,1332,1,USD
36932,1620002,2,2019-06-08,2019-06-12,1380720,0,81,1,USD
36933,1620003,1,2019-06-08,,188311,1,2488,2,AUD
36934,1620003,2,2019-06-08,,188311,1,1658,6,AUD
36935,1620004,1,2019-06-08,,228402,10,1928,2,CAD
36936,1620005,1,2019-06-08,2019-06-09,947758,0,1249,2,GBP
36937,1620005,2,2019-06-08,2019-06-09,947758,0,728,1,GBP
36938,1620005,3,2019-06-08,2019-06-09,947758,0,1604,4,GBP
36939,1620005,4,2019-06-08,2019-06-09,947758,0,2412,2,GBP
36940,1620007,1,2019-06-08,,1609589,43,109,5,USD
36941,1620007,2,2019-06-08,,1609589,43,936,1,USD
36942,1620007,3,2019-06-08,,1609589,43,1165,6,USD
36943,1620008,1,2019-06-08,,1208615,55,492,2,USD
36944,1620008,2,2019-06-08,,1208615,55,852,10,USD
36945,1620008,3,2019-06-08,,1208615,55,2065,2,USD
36946,1620008,4,2019-06-08,,1208615,55,1285,2,USD
36947,1620009,1,2019-06-08,,1525002,65,1650,5,USD
36948,1620009,2,2019-06-08,,1525002,65,787,1,USD
36949,1620010,1,2019-06-08,2019-06-09,416834,0,25,2,EUR
36950,1620011,1,2019-06-08,,971878,38,1088,4,GBP
36951,1620011,2,2019-06-08,,971878,38,1618,7,GBP
36952,1620011,3,2019-06-08,,971878,38,1617,2,GBP
36953,1620011,4,2019-06-08,,971878,38,1090,4,GBP
36954,1620012,1,2019-06-08,,431145,19,10,7,EUR
36955,1620012,3,2019-06-08,,431145,19,1071,3,EUR
36956,1620012,4,2019-06-08,,431145,19,1533,1,EUR
36957,1620012,5,2019-06-08,,431145,19,23,1,EUR
36958,1620013,1,2019-06-08,,1659595,54,438,3,USD
36959,1620013,2,2019-06-08,,1659595,54,847,1,USD
36960,1620013,3,2019-06-08,,1659595,54,114,2,USD
36961,1620013,4,2019-06-08,,1659595,54,124,3,USD
36962,1620013,5,2019-06-08,,1659595,54,402,3,USD
36963,1620013,6,2019-06-08,,1659595,54,1662,4,USD
36964,1620013,7,2019-06-08,,1659595,54,449,1,USD
36965,1620014,1,2019-06-08,,299823,9,1472,6,CAD
36966,1620014,2,2019-06-08,,299823,9,631,7,CAD
36967,1620014,3,2019-06-08,,299823,9,1381,6,CAD
36968,1620015,1,2019-06-08,2019-06-13,343632,0,447,6,CAD
36969,1620016,1,2019-06-08,,1240472,54,1599,2,USD
36970,1620016,2,2019-06-08,,1240472,54,1509,1,USD
36971,1620016,3,2019-06-08,,1240472,54,437,1,USD
36972,1620017,1,2019-06-08,,1739383,64,726,1,USD
36973,1620018,1,2019-06-08,,1116156,36,2500,1,GBP
36974,1620019,1,2019-06-08,2019-06-11,1146124,0,62,3,GBP
36975,1620020,1,2019-06-08,,836435,32,71,7,EUR
36976,1620021,1,2019-06-08,,2072569,56,781,5,USD
36977,1620021,2,2019-06-08,,2072569,56,745,3,USD
36978,1620021,3,2019-06-08,,2072569,56,2427,3,USD
36979,1620022,1,2019-06-08,,1261112,50,828,2,USD
36980,1620024,1,2019-06-08,,1243894,63,422,7,USD
36981,1620025,1,2019-06-08,,234648,9,1749,1,CAD
36982,1620025,2,2019-06-08,,234648,9,1320,7,CAD
36983,1620026,1,2019-06-08,,1907935,57,740,2,USD
36984,1620026,2,2019-06-08,,1907935,57,493,3,USD
36985,1620028,1,2019-06-08,2019-06-10,1436891,0,113,2,USD
36986,1620029,1,2019-06-08,2019-06-13,744459,0,1765,9,EUR
36987,1620029,2,2019-06-08,2019-06-13,744459,0,2515,7,EUR
36988,1620029,3,2019-06-08,2019-06-13,744459,0,2020,2,EUR
36989,1620029,4,2019-06-08,2019-06-13,744459,0,445,1,EUR
36990,1620030,1,2019-06-08,,267544,9,1648,1,CAD
36991,1620030,2,2019-06-08,,267544,9,2006,6,CAD
36992,1620030,3,2019-06-08,,267544,9,1648,2,CAD
36993,1620030,4,2019-06-08,,267544,9,840,4,CAD
36994,1620031,1,2019-06-08,,1485415,57,1650,2,USD
36995,1620032,1,2019-06-08,,840642,32,1049,7,EUR
36996,1620033,1,2019-06-08,,65180,5,1158,7,AUD
36997,1620033,2,2019-06-08,,65180,5,1304,1,AUD
36998,1620033,3,2019-06-08,,65180,5,1764,8,AUD
36999,1620034,1,2019-06-08,2019-06-10,492147,0,1653,1,EUR
37000,1620035,1,2019-06-08,2019-06-11,291425,0,82,3,CAD
37001,1620035,2,2019-06-08,2019-06-11,291425,0,2102,7,CAD
37002,1620036,1,2019-06-08,2019-06-11,2012168,0,1543,6,USD
37003,1620036,2,2019-06-08,2019-06-11,2012168,0,1583,2,USD
37004,1620037,1,2019-06-08,,538152,26,1444,4,EUR
37005,1620038,1,2019-06-08,2019-06-10,1988805,0,1604,2,USD
37006,1620038,2,2019-06-08,2019-06-10,1988805,0,1638,2,USD
37007,1620040,1,2019-06-08,2019-06-13,486542,0,2045,1,EUR
37008,1620040,2,2019-06-08,2019-06-13,486542,0,1657,3,EUR
37009,1620040,3,2019-06-08,2019-06-13,486542,0,1669,10,EUR
37010,1620040,4,2019-06-08,2019-06-13,486542,0,1672,1,EUR
37011,1620041,1,2019-06-08,,728048,29,1287,2,EUR
37012,1620041,2,2019-06-08,,728048,29,436,7,EUR
37013,1620042,1,2019-06-08,,1460501,64,521,3,USD
37014,1620042,2,2019-06-08,,1460501,64,1596,8,USD
37015,1620042,3,2019-06-08,,1460501,64,428,4,USD
37016,1620043,1,2019-06-08,,1487693,50,1696,4,USD
37017,1620044,1,2019-06-08,,1987069,54,1353,2,USD
37018,1620044,2,2019-06-08,,1987069,54,1672,2,USD
37019,1620044,3,2019-06-08,,1987069,54,1593,1,USD
37020,1620044,4,2019-06-08,,1987069,54,471,6,USD
37021,1620045,1,2019-06-08,,832004,32,534,4,EUR
37022,1620045,2,2019-06-08,,832004,32,581,2,EUR
37023,1620045,3,2019-06-08,,832004,32,2510,8,EUR
37024,1620045,4,2019-06-08,,832004,32,1375,7,EUR
37025,1620046,1,2019-06-08,,1649927,63,2309,2,USD
37026,1620046,2,2019-06-08,,1649927,63,339,1,USD
37027,1621000,1,2019-06-09,,930053,39,1462,4,GBP
37028,1621000,2,2019-06-09,,930053,39,421,1,GBP
37029,1621001,1,2019-06-09,2019-06-11,1414525,0,1635,2,USD
37030,1621001,2,2019-06-09,2019-06-11,1414525,0,1283,3,USD
37031,1621001,3,2019-06-09,2019-06-11,1414525,0,470,4,USD
37032,1621001,4,2019-06-09,2019-06-11,1414525,0,760,1,USD
37033,1621002,1,2019-06-09,,1711599,47,1110,5,USD
37034,1621002,2,2019-06-09,,1711599,47,1604,1,USD
37035,1621002,3,2019-06-09,,1711599,47,1402,3,USD
37036,1621002,4,2019-06-09,,1711599,47,626,1,USD
37037,1621003,1,2019-06-09,,2014500,57,1797,1,USD
37038,1621003,2,2019-06-09,,2014500,57,459,10,USD
37039,1621003,3,2019-06-09,,2014500,57,1557,4,USD
37040,1622000,1,2019-06-10,2019-06-13,322136,0,974,3,CAD
37041,1622000,2,2019-06-10,2019-06-13,322136,0,2006,1,CAD
37042,1622000,3,2019-06-10,2019-06-13,322136,0,443,1,CAD
37043,1622000,4,2019-06-10,2019-06-13,322136,0,1823,3,CAD
37044,1622001,1,2019-06-10,,1918975,49,113,5,USD
37045,1622002,1,2019-06-10,2019-06-13,1245017,0,506,1,USD
37046,1622002,2,2019-06-10,2019-06-13,1245017,0,993,2,USD
37047,1622002,3,2019-06-10,2019-06-13,1245017,0,159,4,USD
37048,1622002,4,2019-06-10,2019-06-13,1245017,0,1460,2,USD
37049,1622005,1,2019-06-10,2019-06-11,599433,0,1291,2,EUR
37050,1622005,2,2019-06-10,2019-06-11,599433,0,745,6,EUR
37051,1622005,3,2019-06-10,2019-06-11,599433,0,2162,3,EUR
37052,1622005,4,2019-06-10,2019-06-11,599433,0,469,1,EUR
37053,1622006,1,2019-06-10,,1490323,61,2515,8,USD
37054,1622006,2,2019-06-10,,1490323,61,416,3,USD
37055,1622007,1,2019-06-10,,582375,26,273,7,EUR
37056,1622007,2,2019-06-10,,582375,26,1674,3,EUR
37057,1622007,3,2019-06-10,,582375,26,1249,5,EUR
37058,1622007,4,2019-06-10,,582375,26,297,3,EUR
37059,1622008,1,2019-06-10,,1500391,49,1618,7,USD
37060,1622008,2,2019-06-10,,1500391,49,1782,1,USD
37061,1622009,1,2019-06-10,,1612400,57,261,2,USD
37062,1622009,2,2019-06-10,,1612400,57,608,5,USD
37063,1622010,1,2019-06-10,,385309,9,1677,7,CAD
37064,1622010,2,2019-06-10,,385309,9,2353,1,CAD
37065,1622010,3,2019-06-10,,385309,9,1438,2,CAD
37066,1622012,1,2019-06-10,,1306301,66,423,2,USD
37067,1622013,1,2019-06-10,,1614172,61,803,3,USD
37068,1622015,1,2019-06-10,,347982,8,115,3,CAD
37069,1622016,1,2019-06-10,,1429765,45,1749,5,USD
37070,1622016,2,2019-06-10,,1429765,45,453,3,USD
37071,1622016,3,2019-06-10,,1429765,45,63,7,USD
37072,1622016,4,2019-06-10,,1429765,45,424,4,USD
37073,1622017,1,2019-06-10,,402983,24,1077,2,EUR
37074,1622017,2,2019-06-10,,402983,24,1688,2,EUR
37075,1622017,3,2019-06-10,,402983,24,107,4,EUR
37076,1622018,1,2019-06-10,,2092033,49,1582,3,USD
37077,1622019,1,2019-06-10,2019-06-13,1211796,0,1559,2,USD
37078,1622020,1,2019-06-10,,616346,18,64,3,EUR
37079,1622020,2,2019-06-10,,616346,18,425,1,EUR
37080,1622020,3,2019-06-10,,616346,18,1735,7,EUR
37081,1622020,4,2019-06-10,,616346,18,417,6,EUR
37082,1622020,5,2019-06-10,,616346,18,518,3,EUR
37083,1622020,6,2019-06-10,,616346,18,64,2,EUR
37084,1622021,1,2019-06-10,,491529,19,34,1,EUR
37085,1622021,3,2019-06-10,,491529,19,1594,3,EUR
37086,1622022,1,2019-06-10,,1328539,53,369,1,USD
37087,1622022,2,2019-06-10,,1328539,53,2497,1,USD
37088,1623000,1,2019-06-11,,1442048,43,50,2,USD
37089,1623001,1,2019-06-11,,1101670,40,105,3,GBP
37090,1623002,1,2019-06-11,,261686,9,1723,2,CAD
37091,1623003,1,2019-06-11,,1139887,39,967,9,GBP
37092,1623003,2,2019-06-11,,1139887,39,1846,7,GBP
37093,1623004,1,2019-06-11,,699830,16,2000,2,EUR
37094,1623005,1,2019-06-11,,1184236,36,1268,5,GBP
37095,1623005,2,2019-06-11,,1184236,36,1662,2,GBP
37096,1623006,1,2019-06-11,,1947876,51,1541,3,USD
37097,1623006,2,2019-06-11,,1947876,51,74,3,USD
37098,1623007,1,2019-06-11,,1303448,44,450,1,USD
37099,1623007,2,2019-06-11,,1303448,44,53,2,USD
37100,1623009,1,2019-06-11,,1971018,49,464,2,USD
37101,1623009,2,2019-06-11,,1971018,49,433,6,USD
37102,1623009,3,2019-06-11,,1971018,49,446,6,USD
37103,1623009,4,2019-06-11,,1971018,49,1608,1,USD
37104,1623009,5,2019-06-11,,1971018,49,1778,2,USD
37105,1623010,1,2019-06-11,,2006758,45,1556,9,USD
37106,1623010,2,2019-06-11,,2006758,45,1605,7,USD
37107,1623010,3,2019-06-11,,2006758,45,1514,1,USD
37108,1623011,1,2019-06-11,,1575457,59,832,3,USD
37109,1623011,2,2019-06-11,,1575457,59,1692,3,USD
37110,1623011,3,2019-06-11,,1575457,59,1527,2,USD
37111,1623012,1,2019-06-11,,1692115,43,1735,1,USD
37112,1623013,1,2019-06-11,,890083,34,2112,2,EUR
37113,1623013,2,2019-06-11,,890083,34,1609,4,EUR
37114,1623014,1,2019-06-11,2019-06-20,54161,0,1463,1,AUD
37115,1623014,2,2019-06-11,2019-06-20,54161,0,701,1,AUD
37116,1623016,1,2019-06-11,,720712,30,1477,3,EUR
37117,1623016,2,2019-06-11,,720712,30,1773,8,EUR
37118,1623016,3,2019-06-11,,720712,30,1357,2,EUR
37119,1623017,1,2019-06-11,,1392371,61,1802,5,USD
37120,1623017,2,2019-06-11,,1392371,61,80,9,USD
37121,1623018,1,2019-06-11,,1420237,43,1486,6,USD
37122,1623018,2,2019-06-11,,1420237,43,345,7,USD
37123,1623018,3,2019-06-11,,1420237,43,1225,5,USD
37124,1623020,1,2019-06-11,,1391230,47,1469,1,USD
37125,1623020,2,2019-06-11,,1391230,47,676,1,USD
37126,1623022,1,2019-06-11,2019-06-12,349653,0,1641,2,CAD
37127,1623023,1,2019-06-11,2019-06-13,1673191,0,28,5,USD
37128,1623023,3,2019-06-11,2019-06-13,1673191,0,1585,6,USD
37129,1623023,4,2019-06-11,2019-06-13,1673191,0,812,3,USD
37130,1623024,1,2019-06-11,,940049,42,1705,3,GBP
37131,1623024,2,2019-06-11,,940049,42,1697,6,GBP
37132,1623025,1,2019-06-11,,1727561,55,540,2,USD
37133,1623025,2,2019-06-11,,1727561,55,1792,6,USD
37134,1623025,3,2019-06-11,,1727561,55,660,2,USD
37135,1623026,1,2019-06-11,2019-06-13,1361042,0,418,2,USD
37136,1624001,1,2019-06-12,,1583342,59,527,2,USD
37137,1624001,2,2019-06-12,,1583342,59,342,4,USD
37138,1624001,3,2019-06-12,,1583342,59,1571,3,USD
37139,1624002,1,2019-06-12,,1889635,63,94,2,USD
37140,1624003,1,2019-06-12,,2014107,62,1637,8,USD
37141,1624004,1,2019-06-12,2019-06-16,45436,0,436,1,AUD
37142,1624004,2,2019-06-12,2019-06-16,45436,0,2497,1,AUD
37143,1624006,1,2019-06-12,,875626,31,2036,3,EUR
37144,1624006,2,2019-06-12,,875626,31,456,2,EUR
37145,1624006,3,2019-06-12,,875626,31,183,1,EUR
37146,1624007,1,2019-06-12,,922398,42,103,2,GBP
37147,1624008,1,2019-06-12,2019-06-14,1627570,0,722,7,USD
37148,1624008,2,2019-06-12,2019-06-14,1627570,0,2110,2,USD
37149,1624008,3,2019-06-12,2019-06-14,1627570,0,1339,1,USD
37150,1624010,1,2019-06-12,2019-06-17,289990,0,2115,1,CAD
37151,1624011,1,2019-06-12,2019-06-16,846031,0,1054,1,EUR
37152,1624011,2,2019-06-12,2019-06-16,846031,0,617,1,EUR
37153,1624011,3,2019-06-12,2019-06-16,846031,0,601,2,EUR
37154,1624012,1,2019-06-12,,1450225,48,1443,2,USD
37155,1624012,2,2019-06-12,,1450225,48,1944,2,USD
37156,1624012,3,2019-06-12,,1450225,48,100,1,USD
37157,1624013,1,2019-06-12,,1178379,38,1570,1,GBP
37158,1624013,2,2019-06-12,,1178379,38,1372,2,GBP
37159,1624014,1,2019-06-12,,1421506,54,1371,1,USD
37160,1624014,2,2019-06-12,,1421506,54,1412,7,USD
37161,1624014,3,2019-06-12,,1421506,54,1601,3,USD
37162,1624014,4,2019-06-12,,1421506,54,1434,2,USD
37163,1624015,1,2019-06-12,,114070,4,94,4,AUD
37164,1624015,2,2019-06-12,,114070,4,587,6,AUD
37165,1624015,3,2019-06-12,,114070,4,2085,3,AUD
37166,1624015,4,2019-06-12,,114070,4,555,1,AUD
37167,1624016,1,2019-06-12,,402983,24,1132,7,EUR
37168,1624016,2,2019-06-12,,402983,24,1297,3,EUR
37169,1624016,3,2019-06-12,,402983,24,2485,4,EUR
37170,1624016,4,2019-06-12,,402983,24,2078,1,EUR
37171,1624017,1,2019-06-12,,459096,19,1620,2,EUR
37172,1624017,2,2019-06-12,,459096,19,1523,2,EUR
37173,1624018,1,2019-06-12,,1392371,49,1693,1,USD
37174,1624018,2,2019-06-12,,1392371,49,1650,2,USD
37175,1624018,3,2019-06-12,,1392371,49,1620,7,USD
37176,1624018,4,2019-06-12,,1392371,49,1677,2,USD
37177,1624018,5,2019-06-12,,1392371,49,65,1,USD
37178,1624018,6,2019-06-12,,1392371,49,441,2,USD
37179,1624019,1,2019-06-12,,89946,1,1249,7,AUD
37180,1624019,2,2019-06-12,,89946,1,1651,1,AUD
37181,1624020,1,2019-06-12,,879795,33,929,1,EUR
37182,1624021,1,2019-06-12,,143206,6,98,2,AUD
37183,1624021,2,2019-06-12,,143206,6,1155,2,AUD
37184,1624022,1,2019-06-12,,1041698,42,663,7,GBP
37185,1624022,2,2019-06-12,,1041698,42,1154,2,GBP
37186,1624022,3,2019-06-12,,1041698,42,458,6,GBP
37187,1624022,4,2019-06-12,,1041698,42,1316,2,GBP
37188,1624023,1,2019-06-12,,2088572,59,1273,3,USD
37189,1624023,2,2019-06-12,,2088572,59,72,8,USD
37190,1624024,1,2019-06-12,,515050,22,93,1,EUR
37191,1624024,2,2019-06-12,,515050,22,957,4,EUR
37192,1624024,3,2019-06-12,,515050,22,2090,3,EUR
37193,1624024,4,2019-06-12,,515050,22,867,4,EUR
37194,1624024,5,2019-06-12,,515050,22,1616,6,EUR
37195,1624024,6,2019-06-12,,515050,22,1358,5,EUR
37196,1624026,1,2019-06-12,,1623262,49,174,10,USD
37197,1624027,1,2019-06-12,,793700,29,1450,1,EUR
37198,1624027,2,2019-06-12,,793700,29,363,3,EUR
37199,1624027,3,2019-06-12,,793700,29,1603,1,EUR
37200,1624027,4,2019-06-12,,793700,29,1288,2,EUR
37201,1624028,1,2019-06-12,,1276836,53,1391,2,USD
37202,1624028,2,2019-06-12,,1276836,53,2514,4,USD
37203,1624028,3,2019-06-12,,1276836,53,1590,7,USD
37204,1624029,1,2019-06-12,2019-06-17,2022288,0,1517,6,USD
37205,1624029,2,2019-06-12,2019-06-17,2022288,0,1544,4,USD
37206,1624029,3,2019-06-12,2019-06-17,2022288,0,1471,4,USD
37207,1624030,1,2019-06-12,,1696726,44,457,1,USD
37208,1624031,1,2019-06-12,,388648,10,1621,1,CAD
37209,1624031,2,2019-06-12,,388648,10,81,1,CAD
37210,1624031,3,2019-06-12,,388648,10,1681,5,CAD
37211,1624032,1,2019-06-12,2019-06-16,1703702,0,1612,9,USD
37212,1624033,1,2019-06-12,2019-06-14,1426096,0,454,2,USD
37213,1624033,2,2019-06-12,2019-06-14,1426096,0,1717,4,USD
37214,1624033,3,2019-06-12,2019-06-14,1426096,0,189,1,USD
37215,1624034,1,2019-06-12,,1146324,42,362,3,GBP
37216,1624034,2,2019-06-12,,1146324,42,1566,2,GBP
37217,1624034,3,2019-06-12,,1146324,42,1510,4,GBP
37218,1624034,4,2019-06-12,,1146324,42,1703,3,GBP
37219,1624034,5,2019-06-12,,1146324,42,1359,1,GBP
37220,1624035,1,2019-06-12,,1368341,56,85,1,USD
37221,1624035,3,2019-06-12,,1368341,56,1725,2,USD
37222,1625000,1,2019-06-13,,462438,19,1714,1,EUR
37223,1625000,2,2019-06-13,,462438,19,83,1,EUR
37224,1625000,3,2019-06-13,,462438,19,1388,7,EUR
37225,1625001,1,2019-06-13,,661206,16,1703,1,EUR
37226,1625001,2,2019-06-13,,661206,16,703,6,EUR
37227,1625002,1,2019-06-13,,1943741,48,858,1,USD
37228,1625002,2,2019-06-13,,1943741,48,426,1,USD
37229,1625002,3,2019-06-13,,1943741,48,1780,1,USD
37230,1625002,4,2019-06-13,,1943741,48,416,2,USD
37231,1625003,1,2019-06-13,,718876,30,437,1,EUR
37232,1625003,2,2019-06-13,,718876,30,2105,8,EUR
37233,1625004,1,2019-06-13,,999292,42,1458,1,GBP
37234,1625004,2,2019-06-13,,999292,42,1576,6,GBP
37235,1625004,3,2019-06-13,,999292,42,443,6,GBP
37236,1625005,1,2019-06-13,,1371642,43,2237,1,USD
37237,1625005,2,2019-06-13,,1371642,43,424,5,USD
37238,1625005,3,2019-06-13,,1371642,43,385,2,USD
37239,1625007,1,2019-06-13,,1893869,47,1411,1,USD
37240,1625007,2,2019-06-13,,1893869,47,633,1,USD
37241,1625007,3,2019-06-13,,1893869,47,1511,3,USD
37242,1625008,1,2019-06-13,2019-06-14,955336,0,2084,2,GBP
37243,1625009,1,2019-06-13,,485922,22,1437,5,EUR
37244,1625010,1,2019-06-13,,796439,30,521,1,EUR
37245,1625011,1,2019-06-13,,1013313,39,1659,1,GBP
37246,1625012,1,2019-06-13,,398671,10,1589,1,CAD
37247,1625012,2,2019-06-13,,398671,10,1923,7,CAD
37248,1625012,3,2019-06-13,,398671,10,1664,2,CAD
37249,1625012,4,2019-06-13,,398671,10,2510,5,CAD
37250,1625014,1,2019-06-13,,300044,10,1966,1,CAD
37251,1625014,2,2019-06-13,,300044,10,429,3,CAD
37252,1625014,3,2019-06-13,,300044,10,183,10,CAD
37253,1625014,4,2019-06-13,,300044,10,1626,3,CAD
37254,1625014,5,2019-06-13,,300044,10,552,2,CAD
37255,1625015,1,2019-06-13,,1530535,57,1660,1,USD
37256,1625015,2,2019-06-13,,1530535,57,1469,5,USD
37257,1625015,3,2019-06-13,,1530535,57,1539,3,USD
37258,1625016,1,2019-06-13,,402065,23,449,2,EUR
37259,1625016,2,2019-06-13,,402065,23,1576,2,EUR
37260,1625017,1,2019-06-13,2019-06-17,1873593,0,1221,3,USD
37261,1625017,2,2019-06-13,2019-06-17,1873593,0,1459,1,USD
37262,1625017,3,2019-06-13,2019-06-17,1873593,0,1240,1,USD
37263,1625018,1,2019-06-13,,1846325,49,1455,4,USD
37264,1625019,1,2019-06-13,,1918030,55,1313,3,USD
37265,1625019,2,2019-06-13,,1918030,55,479,5,USD
37266,1625020,1,2019-06-13,,1200465,53,1118,5,USD
37267,1625021,1,2019-06-13,,1693753,63,1585,2,USD
37268,1625021,2,2019-06-13,,1693753,63,49,2,USD
37269,1625021,3,2019-06-13,,1693753,63,1251,1,USD
37270,1625021,4,2019-06-13,,1693753,63,1682,3,USD
37271,1625022,1,2019-06-13,2019-06-17,2087288,0,1991,6,USD
37272,1625023,1,2019-06-13,,489146,23,347,7,EUR
37273,1625023,2,2019-06-13,,489146,23,1790,1,EUR
37274,1625023,3,2019-06-13,,489146,23,1656,3,EUR
37275,1625024,1,2019-06-13,,1753015,45,662,7,USD
37276,1625025,1,2019-06-13,,1847006,63,291,3,USD
37277,1625025,2,2019-06-13,,1847006,63,925,1,USD
37278,1625026,1,2019-06-13,,744512,29,2034,2,EUR
37279,1625027,1,2019-06-13,,873909,34,416,3,EUR
37280,1625029,1,2019-06-13,,1256294,66,1106,2,USD
37281,1625030,1,2019-06-13,,1306559,61,1581,1,USD
37282,1625031,1,2019-06-13,,725929,30,2308,2,EUR
37283,1625032,1,2019-06-13,,1890381,59,416,3,USD
37284,1625032,2,2019-06-13,,1890381,59,1185,1,USD
37285,1625032,3,2019-06-13,,1890381,59,74,1,USD
37286,1625033,1,2019-06-13,,800159,32,1696,3,EUR
37287,1625033,2,2019-06-13,,800159,32,1548,1,EUR
37288,1625033,3,2019-06-13,,800159,32,933,5,EUR
37289,1625034,1,2019-06-13,2019-06-17,1773985,0,1650,7,USD
37290,1625034,2,2019-06-13,2019-06-17,1773985,0,1450,2,USD
37291,1625035,1,2019-06-13,,1880655,59,1418,6,USD
37292,1625035,2,2019-06-13,,1880655,59,460,2,USD
