,date,currency,exchange
5136,2017-10-24,CAD,1.2648
5137,2017-10-24,AUD,1.2853
5138,2017-10-24,EUR,0.8503
5139,2017-10-24,GBP,0.7593
5140,2017-10-25,USD,1.0
5141,2017-10-25,CAD,1.2697
5142,2017-10-25,AUD,1.2967
5143,2017-10-25,EUR,0.8485
5144,2017-10-25,GBP,0.7542
5145,2017-10-26,USD,1.0
5146,2017-10-26,CAD,1.2798
5147,2017-10-26,AUD,1.2974
5148,2017-10-26,EUR,0.8508
5149,2017-10-26,GBP,0.7573
5150,2017-10-27,USD,1.0
5151,2017-10-27,CAD,1.2892
5152,2017-10-27,AUD,1.3094
5153,2017-10-27,EUR,0.8617
5154,2017-10-27,GBP,0.7637
5155,2017-10-28,USD,1.0
5156,2017-10-28,CAD,1.2892
5157,2017-10-28,AUD,1.3094
5158,2017-10-28,EUR,0.8617
5159,2017-10-28,GBP,0.7637
5160,2017-10-29,USD,1.0
5161,2017-10-29,CAD,1.2892
5162,2017-10-29,AUD,1.3094
5163,2017-10-29,EUR,0.8617
5164,2017-10-29,GBP,0.7637
5165,2017-10-30,USD,1.0
5166,2017-10-30,CAD,1.2847
5167,2017-10-30,AUD,1.3045
5168,2017-10-30,EUR,0.8612
5169,2017-10-30,GBP,0.7577
5170,2017-10-31,USD,1.0
5171,2017-10-31,CAD,1.2892
5172,2017-10-31,AUD,1.3069
5173,2017-10-31,EUR,0.8593
5174,2017-10-31,GBP,0.7549
5175,2017-11-01,USD,1.0
5176,2017-11-01,CAD,1.2906
5177,2017-11-01,AUD,1.3035
5178,2017-11-01,EUR,0.8612
5179,2017-11-01,GBP,0.7525
5180,2017-11-02,USD,1.0
5181,2017-11-02,CAD,1.2847
5182,2017-11-02,AUD,1.2982
5183,2017-11-02,EUR,0.8587
5184,2017-11-02,GBP,0.7616
5185,2017-11-03,USD,1.0
5186,2017-11-03,CAD,1.2722
5187,2017-11-03,AUD,1.3026
5188,2017-11-03,EUR,0.8579
5189,2017-11-03,GBP,0.7628
5190,2017-11-04,USD,1.0
5191,2017-11-04,CAD,1.2722
5192,2017-11-04,AUD,1.3026
5193,2017-11-04,EUR,0.8579
5194,2017-11-04,GBP,0.7628
5195,2017-11-05,USD,1.0
5196,2017-11-05,CAD,1.2722
5197,2017-11-05,AUD,1.3026
5198,2017-11-05,EUR,0.8579
5199,2017-11-05,GBP,0.7628
5200,2017-11-06,USD,1.0
5201,2017-11-06,CAD,1.2758
5202,2017-11-06,AUD,1.3046
5203,2017-11-06,EUR,0.8628
5204,2017-11-06,GBP,0.7626
5205,2017-11-07,USD,1.0
5206,2017-11-07,CAD,1.2767
5207,2017-11-07,AUD,1.307
5208,2017-11-07,EUR,0.8649
5209,2017-11-07,GBP,0.7614
5210,2017-11-08,USD,1.0
5211,2017-11-08,CAD,1.2729
5212,2017-11-08,AUD,1.3023
5213,2017-11-08,EUR,0.8628
5214,2017-11-08,GBP,0.7628
5215,2017-11-09,USD,1.0
5216,2017-11-09,CAD,1.2708
5217,2017-11-09,AUD,1.3021
5218,2017-11-09,EUR,0.8598
5219,2017-11-09,GBP,0.7621
5220,2017-11-10,USD,1.0
5221,2017-11-10,CAD,1.267
5222,2017-11-10,AUD,1.304
5223,2017-11-10,EUR,0.8581
5224,2017-11-10,GBP,0.7583
5225,2017-11-11,USD,1.0
5226,2017-11-11,CAD,1.267
5227,2017-11-11,AUD,1.304
5228,2017-11-11,EUR,0.8581
5229,2017-11-11,GBP,0.7583
5230,2017-11-12,USD,1.0
5231,2017-11-12,CAD,1.267
5232,2017-11-12,AUD,1.304
5233,2017-11-12,EUR,0.8581
5234,2017-11-12,GBP,0.7583
5235,2017-11-13,USD,1.0
5236,2017-11-13,CAD,1.2705
5237,2017-11-13,AUD,1.3089
5238,2017-11-13,EUR,0.8579
5239,2017-11-13,GBP,0.7637
5240,2017-11-14,USD,1.0
5241,2017-11-14,CAD,1.2714
5242,2017-11-14,AUD,1.3079
5243,2017-11-14,EUR,0.8514
5244,2017-11-14,GBP,0.7628
5245,2017-11-15,USD,1.0
5246,2017-11-15,CAD,1.2756
5247,2017-11-15,AUD,1.316
5248,2017-11-15,EUR,0.8446
5249,2017-11-15,GBP,0.7594
5250,2017-11-16,USD,1.0
5251,2017-11-16,CAD,1.2764
5252,2017-11-16,AUD,1.3174
5253,2017-11-16,EUR,0.8495
5254,2017-11-16,GBP,0.7577
5255,2017-11-17,USD,1.0
5256,2017-11-17,CAD,1.2762
5257,2017-11-17,AUD,1.3253
5258,2017-11-17,EUR,0.8478
5259,2017-11-17,GBP,0.7578
5260,2017-11-18,USD,1.0
5261,2017-11-18,CAD,1.2762
5262,2017-11-18,AUD,1.3253
5263,2017-11-18,EUR,0.8478
5264,2017-11-18,GBP,0.7578
5265,2017-11-19,USD,1.0
5266,2017-11-19,CAD,1.2762
5267,2017-11-19,AUD,1.3253
5268,2017-11-19,EUR,0.8478
5269,2017-11-19,GBP,0.7578
5270,2017-11-20,USD,1.0
5271,2017-11-20,CAD,1.2788
5272,2017-11-20,AUD,1.3235
5273,2017-11-20,EUR,0.8488
5274,2017-11-20,GBP,0.7549
5275,2017-11-21,USD,1.0
5276,2017-11-21,CAD,1.2806
5277,2017-11-21,AUD,1.3198
5278,2017-11-21,EUR,0.8534
5279,2017-11-21,GBP,0.7552
5280,2017-11-22,USD,1.0
5281,2017-11-22,CAD,1.2741
5282,2017-11-22,AUD,1.3195
5283,2017-11-22,EUR,0.8511
5284,2017-11-22,GBP,0.7559
5285,2017-11-23,USD,1.0
5286,2017-11-23,CAD,1.2681
5287,2017-11-23,AUD,1.3109
5288,2017-11-23,EUR,0.844
5289,2017-11-23,GBP,0.7512
5290,2017-11-24,USD,1.0
5291,2017-11-24,CAD,1.2708
5292,2017-11-24,AUD,1.3122
5293,2017-11-24,EUR,0.842
5294,2017-11-24,GBP,0.7504
5295,2017-11-25,USD,1.0
5296,2017-11-25,CAD,1.2708
5297,2017-11-25,AUD,1.3122
5298,2017-11-25,EUR,0.842
5299,2017-11-25,GBP,0.7504
5300,2017-11-26,USD,1.0
5301,2017-11-26,CAD,1.2708
5302,2017-11-26,AUD,1.3122
5303,2017-11-26,EUR,0.842
5304,2017-11-26,GBP,0.7504
5305,2017-11-27,USD,1.0
5306,2017-11-27,CAD,1.2681
5307,2017-11-27,AUD,1.3099
5308,2017-11-27,EUR,0.8367
5309,2017-11-27,GBP,0.7478
5310,2017-11-28,USD,1.0
5311,2017-11-28,CAD,1.2793
5312,2017-11-28,AUD,1.3138
5313,2017-11-28,EUR,0.8412
5314,2017-11-28,GBP,0.7532
5315,2017-11-29,USD,1.0
5316,2017-11-29,CAD,1.2832
5317,2017-11-29,AUD,1.3213
5318,2017-11-29,EUR,0.8455
5319,2017-11-29,GBP,0.7465
5320,2017-11-30,USD,1.0
5321,2017-11-30,CAD,1.2885
5322,2017-11-30,AUD,1.3215
5323,2017-11-30,EUR,0.844
5324,2017-11-30,GBP,0.7426
5325,2017-12-01,USD,1.0
5326,2017-12-01,CAD,1.2874
5327,2017-12-01,AUD,1.3204
5328,2017-12-01,EUR,0.8414
5329,2017-12-01,GBP,0.7414
5330,2017-12-02,USD,1.0
5331,2017-12-02,CAD,1.2874
5332,2017-12-02,AUD,1.3204
5333,2017-12-02,EUR,0.8414
5334,2017-12-02,GBP,0.7414
5335,2017-12-03,USD,1.0
5336,2017-12-03,CAD,1.2874
5337,2017-12-03,AUD,1.3204
5338,2017-12-03,EUR,0.8414
5339,2017-12-03,GBP,0.7414
5340,2017-12-04,USD,1.0
5341,2017-12-04,CAD,1.2671
5342,2017-12-04,AUD,1.3135
5343,2017-12-04,EUR,0.8428
5344,2017-12-04,GBP,0.7394
5345,2017-12-05,USD,1.0
5346,2017-12-05,CAD,1.2633
5347,2017-12-05,AUD,1.3094
5348,2017-12-05,EUR,0.8441
5349,2017-12-05,GBP,0.7443
5350,2017-12-06,USD,1.0
5351,2017-12-06,CAD,1.2662
5352,2017-12-06,AUD,1.3172
5353,2017-12-06,EUR,0.8462
5354,2017-12-06,GBP,0.7475
5355,2017-12-07,USD,1.0
5356,2017-12-07,CAD,1.2838
5357,2017-12-07,AUD,1.3306
5358,2017-12-07,EUR,0.8485
5359,2017-12-07,GBP,0.7472
5360,2017-12-08,USD,1.0
5361,2017-12-08,CAD,1.2836
5362,2017-12-08,AUD,1.3303
5363,2017-12-08,EUR,0.8516
5364,2017-12-08,GBP,0.7454
5365,2017-12-09,USD,1.0
5366,2017-12-09,CAD,1.2836
5367,2017-12-09,AUD,1.3303
5368,2017-12-09,EUR,0.8516
5369,2017-12-09,GBP,0.7454
5370,2017-12-10,USD,1.0
5371,2017-12-10,CAD,1.2836
5372,2017-12-10,AUD,1.3303
5373,2017-12-10,EUR,0.8516
5374,2017-12-10,GBP,0.7454
5375,2017-12-11,USD,1.0
5376,2017-12-11,CAD,1.2859
5377,2017-12-11,AUD,1.3288
5378,2017-12-11,EUR,0.8477
5379,2017-12-11,GBP,0.7481
5380,2017-12-12,USD,1.0
5381,2017-12-12,CAD,1.2832
5382,2017-12-12,AUD,1.3208
5383,2017-12-12,EUR,0.8499
5384,2017-12-12,GBP,0.7485
5385,2017-12-13,USD,1.0
5386,2017-12-13,CAD,1.286
5387,2017-12-13,AUD,1.321
5388,2017-12-13,EUR,0.8521
5389,2017-12-13,GBP,0.749
5390,2017-12-14,USD,1.0
5391,2017-12-14,CAD,1.2829
5392,2017-12-14,AUD,1.3045
5393,2017-12-14,EUR,0.8442
5394,2017-12-14,GBP,0.7443
5395,2017-12-15,USD,1.0
5396,2017-12-15,CAD,1.2765
5397,2017-12-15,AUD,1.3029
5398,2017-12-15,EUR,0.847
5399,2017-12-15,GBP,0.7475
5400,2017-12-16,USD,1.0
5401,2017-12-16,CAD,1.2765
5402,2017-12-16,AUD,1.3029
5403,2017-12-16,EUR,0.847
5404,2017-12-16,GBP,0.7475
5405,2017-12-17,USD,1.0
5406,2017-12-17,CAD,1.2765
5407,2017-12-17,AUD,1.3029
5408,2017-12-17,EUR,0.847
5409,2017-12-17,GBP,0.7475
5410,2017-12-18,USD,1.0
5411,2017-12-18,CAD,1.2874
5412,2017-12-18,AUD,1.305
5413,2017-12-18,EUR,0.8478
5414,2017-12-18,GBP,0.7478
5415,2017-12-19,USD,1.0
5416,2017-12-19,CAD,1.2862
5417,2017-12-19,AUD,1.3031
5418,2017-12-19,EUR,0.8458
5419,2017-12-19,GBP,0.7485
5420,2017-12-20,USD,1.0
5421,2017-12-20,CAD,1.285
5422,2017-12-20,AUD,1.3024
5423,2017-12-20,EUR,0.8442
5424,2017-12-20,GBP,0.7456
5425,2017-12-21,USD,1.0
5426,2017-12-21,CAD,1.2804
5427,2017-12-21,AUD,1.3029
5428,2017-12-21,EUR,0.8432
5429,2017-12-21,GBP,0.7485
5430,2017-12-22,USD,1.0
5431,2017-12-22,CAD,1.2703
5432,2017-12-22,AUD,1.2957
5433,2017-12-22,EUR,0.8437
5434,2017-12-22,GBP,0.7472
5435,2017-12-23,USD,1.0
5436,2017-12-23,CAD,1.2703
5437,2017-12-23,AUD,1.2957
5438,2017-12-23,EUR,0.8437
5439,2017-12-23,GBP,0.7472
5440,2017-12-24,USD,1.0
5441,2017-12-24,CAD,1.2703
5442,2017-12-24,AUD,1.2957
5443,2017-12-24,EUR,0.8437
5444,2017-12-24,GBP,0.7472
5445,2017-12-25,USD,1.0
5446,2017-12-25,CAD,1.2703
5447,2017-12-25,AUD,1.2957
5448,2017-12-25,EUR,0.8437
5449,2017-12-25,GBP,0.7472
5450,2017-12-26,USD,1.0
5451,2017-12-26,CAD,1.2703
5452,2017-12-26,AUD,1.2957
5453,2017-12-26,EUR,0.8437
5454,2017-12-26,GBP,0.7472
5455,2017-12-27,USD,1.0
5456,2017-12-27,CAD,1.2634
5457,2017-12-27,AUD,1.2876
5458,2017-12-27,EUR,0.8407
5459,2017-12-27,GBP,0.7448
5460,2017-12-28,USD,1.0
5461,2017-12-28,CAD,1.261
5462,2017-12-28,AUD,1.2846
5463,2017-12-28,EUR,0.8379
5464,2017-12-28,GBP,0.7438
5465,2017-12-29,USD,1.0
5466,2017-12-29,CAD,1.254
5467,2017-12-29,AUD,1.2796
5468,2017-12-29,EUR,0.8338
5469,2017-12-29,GBP,0.7398
5470,2017-12-30,USD,1.0
5471,2017-12-30,CAD,1.254
5472,2017-12-30,AUD,1.2796
5473,2017-12-30,EUR,0.8338
5474,2017-12-30,GBP,0.7398
5475,2017-12-31,USD,1.0
5476,2017-12-31,CAD,1.254
5477,2017-12-31,AUD,1.2796
5478,2017-12-31,EUR,0.8338
5479,2017-12-31,GBP,0.7398
5480,2018-01-01,USD,1.0
5481,2018-01-01,CAD,1.254
5482,2018-01-01,AUD,1.2796
5483,2018-01-01,EUR,0.8338
5484,2018-01-01,GBP,0.7398
5485,2018-01-02,USD,1.0
5486,2018-01-02,CAD,1.2539
5487,2018-01-02,AUD,1.2775
5488,2018-01-02,EUR,0.8288
5489,2018-01-02,GBP,0.7373
5490,2018-01-03,USD,1.0
5491,2018-01-03,CAD,1.2515
5492,2018-01-03,AUD,1.2758
5493,2018-01-03,EUR,0.8317
5494,2018-01-03,GBP,0.7373
5495,2018-01-04,USD,1.0
5496,2018-01-04,CAD,1.2527
5497,2018-01-04,AUD,1.2763
5498,2018-01-04,EUR,0.8288
5499,2018-01-04,GBP,0.7385
5500,2018-01-05,USD,1.0
5501,2018-01-05,CAD,1.251
5502,2018-01-05,AUD,1.2753
5503,2018-01-05,EUR,0.8302
5504,2018-01-05,GBP,0.7379
5505,2018-01-06,USD,1.0
5506,2018-01-06,CAD,1.251
5507,2018-01-06,AUD,1.2753
5508,2018-01-06,EUR,0.8302
5509,2018-01-06,GBP,0.7379
5510,2018-01-07,USD,1.0
5511,2018-01-07,CAD,1.251
5512,2018-01-07,AUD,1.2753
5513,2018-01-07,EUR,0.8302
5514,2018-01-07,GBP,0.7379
5515,2018-01-08,USD,1.0
5516,2018-01-08,CAD,1.2428
5517,2018-01-08,AUD,1.277
5518,2018-01-08,EUR,0.8352
5519,2018-01-08,GBP,0.7384
5520,2018-01-09,USD,1.0
5521,2018-01-09,CAD,1.2425
5522,2018-01-09,AUD,1.2774
5523,2018-01-09,EUR,0.8381
5524,2018-01-09,GBP,0.7398
5525,2018-01-10,USD,1.0
5526,2018-01-10,CAD,1.2451
5527,2018-01-10,AUD,1.2749
5528,2018-01-10,EUR,0.8339
5529,2018-01-10,GBP,0.7394
5530,2018-01-11,USD,1.0
5531,2018-01-11,CAD,1.256
5532,2018-01-11,AUD,1.2716
5533,2018-01-11,EUR,0.8322
5534,2018-01-11,GBP,0.7412
5535,2018-01-12,USD,1.0
5536,2018-01-12,CAD,1.2519
5537,2018-01-12,AUD,1.2702
5538,2018-01-12,EUR,0.8239
5539,2018-01-12,GBP,0.7332
5540,2018-01-13,USD,1.0
5541,2018-01-13,CAD,1.2519
5542,2018-01-13,AUD,1.2702
5543,2018-01-13,EUR,0.8239
5544,2018-01-13,GBP,0.7332
5545,2018-01-14,USD,1.0
5546,2018-01-14,CAD,1.2519
5547,2018-01-14,AUD,1.2702
5548,2018-01-14,EUR,0.8239
5549,2018-01-14,GBP,0.7332
5550,2018-01-15,USD,1.0
5551,2018-01-15,CAD,1.2432
5552,2018-01-15,AUD,1.2571
5553,2018-01-15,EUR,0.8145
5554,2018-01-15,GBP,0.7253
5555,2018-01-16,USD,1.0
5556,2018-01-16,CAD,1.2424
5557,2018-01-16,AUD,1.2575
5558,2018-01-16,EUR,0.8177
5559,2018-01-16,GBP,0.7266
5560,2018-01-17,USD,1.0
5561,2018-01-17,CAD,1.2444
5562,2018-01-17,AUD,1.2549
5563,2018-01-17,EUR,0.8195
5564,2018-01-17,GBP,0.7258
5565,2018-01-18,USD,1.0
5566,2018-01-18,CAD,1.2447
5567,2018-01-18,AUD,1.2514
5568,2018-01-18,EUR,0.8173
5569,2018-01-18,GBP,0.7209
5570,2018-01-19,USD,1.0
5571,2018-01-19,CAD,1.2441
5572,2018-01-19,AUD,1.2486
5573,2018-01-19,EUR,0.816
5574,2018-01-19,GBP,0.7211
5575,2018-01-20,USD,1.0
5576,2018-01-20,CAD,1.2441
5577,2018-01-20,AUD,1.2486
5578,2018-01-20,EUR,0.816
5579,2018-01-20,GBP,0.7211
5580,2018-01-21,USD,1.0
5581,2018-01-21,CAD,1.2441
5582,2018-01-21,AUD,1.2486
5583,2018-01-21,EUR,0.816
5584,2018-01-21,GBP,0.7211
5585,2018-01-22,USD,1.0
5586,2018-01-22,CAD,1.2477
5587,2018-01-22,AUD,1.249
5588,2018-01-22,EUR,0.8171
5589,2018-01-22,GBP,0.7197
5590,2018-01-23,USD,1.0
5591,2018-01-23,CAD,1.2482
5592,2018-01-23,AUD,1.2544
5593,2018-01-23,EUR,0.8164
5594,2018-01-23,GBP,0.717
5595,2018-01-24,USD,1.0
5596,2018-01-24,CAD,1.2329
5597,2018-01-24,AUD,1.2395
5598,2018-01-24,EUR,0.8096
5599,2018-01-24,GBP,0.7058
5600,2018-01-25,USD,1.0
5601,2018-01-25,CAD,1.2323
5602,2018-01-25,AUD,1.2378
5603,2018-01-25,EUR,0.806
5604,2018-01-25,GBP,0.7015
5605,2018-01-26,USD,1.0
5606,2018-01-26,CAD,1.2323
5607,2018-01-26,AUD,1.2367
5608,2018-01-26,EUR,0.8041
5609,2018-01-26,GBP,0.7023
5610,2018-01-27,USD,1.0
5611,2018-01-27,CAD,1.2323
5612,2018-01-27,AUD,1.2367
5613,2018-01-27,EUR,0.8041
5614,2018-01-27,GBP,0.7023
5615,2018-01-28,USD,1.0
5616,2018-01-28,CAD,1.2323
5617,2018-01-28,AUD,1.2367
5618,2018-01-28,EUR,0.8041
5619,2018-01-28,GBP,0.7023
5620,2018-01-29,USD,1.0
5621,2018-01-29,CAD,1.2335
5622,2018-01-29,AUD,1.2361
5623,2018-01-29,EUR,0.8078
5624,2018-01-29,GBP,0.7104
5625,2018-01-30,USD,1.0
5626,2018-01-30,CAD,1.2321
5627,2018-01-30,AUD,1.2354
5628,2018-01-30,EUR,0.8051
5629,2018-01-30,GBP,0.7079
5630,2018-01-31,USD,1.0
5631,2018-01-31,CAD,1.2274
5632,2018-01-31,AUD,1.2328
5633,2018-01-31,EUR,0.8028
5634,2018-01-31,GBP,0.7057
5635,2018-02-01,USD,1.0
5636,2018-02-01,CAD,1.2319
5637,2018-02-01,AUD,1.2495
5638,2018-02-01,EUR,0.8026
5639,2018-02-01,GBP,0.7025
5640,2018-02-02,USD,1.0
5641,2018-02-02,CAD,1.2317
5642,2018-02-02,AUD,1.2512
5643,2018-02-02,EUR,0.8005
5644,2018-02-02,GBP,0.7033
5645,2018-02-03,USD,1.0
5646,2018-02-03,CAD,1.2317
5647,2018-02-03,AUD,1.2512
5648,2018-02-03,EUR,0.8005
5649,2018-02-03,GBP,0.7033
5650,2018-02-04,USD,1.0
5651,2018-02-04,CAD,1.2317
5652,2018-02-04,AUD,1.2512
5653,2018-02-04,EUR,0.8005
5654,2018-02-04,GBP,0.7033
5655,2018-02-05,USD,1.0
5656,2018-02-05,CAD,1.2434
5657,2018-02-05,AUD,1.2592
5658,2018-02-05,EUR,0.8039
5659,2018-02-05,GBP,0.712
5660,2018-02-06,USD,1.0
5661,2018-02-06,CAD,1.2562
5662,2018-02-06,AUD,1.2757
5663,2018-02-06,EUR,0.8111
5664,2018-02-06,GBP,0.7209
5665,2018-02-07,USD,1.0
5666,2018-02-07,CAD,1.2518
5667,2018-02-07,AUD,1.2712
5668,2018-02-07,EUR,0.8105
5669,2018-02-07,GBP,0.7187
5670,2018-02-08,USD,1.0
5671,2018-02-08,CAD,1.2571
5672,2018-02-08,AUD,1.2809
5673,2018-02-08,EUR,0.8162
5674,2018-02-08,GBP,0.7143
5675,2018-02-09,USD,1.0
5676,2018-02-09,CAD,1.2609
5677,2018-02-09,AUD,1.2809
5678,2018-02-09,EUR,0.8148
5679,2018-02-09,GBP,0.7231
5680,2018-02-10,USD,1.0
5681,2018-02-10,CAD,1.2609
5682,2018-02-10,AUD,1.2809
5683,2018-02-10,EUR,0.8148
5684,2018-02-10,GBP,0.7231
5685,2018-02-11,USD,1.0
5686,2018-02-11,CAD,1.2609
5687,2018-02-11,AUD,1.2809
5688,2018-02-11,EUR,0.8148
5689,2018-02-11,GBP,0.7231
5690,2018-02-12,USD,1.0
5691,2018-02-12,CAD,1.258
5692,2018-02-12,AUD,1.2758
5693,2018-02-12,EUR,0.8155
5694,2018-02-12,GBP,0.7225
5695,2018-02-13,USD,1.0
5696,2018-02-13,CAD,1.2604
5697,2018-02-13,AUD,1.2742
5698,2018-02-13,EUR,0.8108
5699,2018-02-13,GBP,0.7211
5700,2018-02-14,USD,1.0
5701,2018-02-14,CAD,1.2575
5702,2018-02-14,AUD,1.272
5703,2018-02-14,EUR,0.8098
5704,2018-02-14,GBP,0.7211
5705,2018-02-15,USD,1.0
5706,2018-02-15,CAD,1.249
5707,2018-02-15,AUD,1.2613
5708,2018-02-15,EUR,0.8004
5709,2018-02-15,GBP,0.7097
5710,2018-02-16,USD,1.0
5711,2018-02-16,CAD,1.2506
5712,2018-02-16,AUD,1.2592
5713,2018-02-16,EUR,0.8023
5714,2018-02-16,GBP,0.7125
5715,2018-02-17,USD,1.0
5716,2018-02-17,CAD,1.2506
5717,2018-02-17,AUD,1.2592
5718,2018-02-17,EUR,0.8023
5719,2018-02-17,GBP,0.7125
5720,2018-02-18,USD,1.0
5721,2018-02-18,CAD,1.2506
5722,2018-02-18,AUD,1.2592
5723,2018-02-18,EUR,0.8023
5724,2018-02-18,GBP,0.7125
5725,2018-02-19,USD,1.0
5726,2018-02-19,CAD,1.2564
5727,2018-02-19,AUD,1.2632
5728,2018-02-19,EUR,0.8058
5729,2018-02-19,GBP,0.7139
5730,2018-02-20,USD,1.0
5731,2018-02-20,CAD,1.2604
5732,2018-02-20,AUD,1.2681
5733,2018-02-20,EUR,0.8104
5734,2018-02-20,GBP,0.7145
5735,2018-02-21,USD,1.0
5736,2018-02-21,CAD,1.2671
5737,2018-02-21,AUD,1.2739
5738,2018-02-21,EUR,0.8122
5739,2018-02-21,GBP,0.7185
5740,2018-02-22,USD,1.0
5741,2018-02-22,CAD,1.2699
5742,2018-02-22,AUD,1.2788
5743,2018-02-22,EUR,0.8146
5744,2018-02-22,GBP,0.7196
5745,2018-02-23,USD,1.0
5746,2018-02-23,CAD,1.2695
5747,2018-02-23,AUD,1.2782
5748,2018-02-23,EUR,0.8131
5749,2018-02-23,GBP,0.715
5750,2018-02-24,USD,1.0
5751,2018-02-24,CAD,1.2695
5752,2018-02-24,AUD,1.2782
5753,2018-02-24,EUR,0.8131
5754,2018-02-24,GBP,0.715
5755,2018-02-25,USD,1.0
5756,2018-02-25,CAD,1.2695
5757,2018-02-25,AUD,1.2782
5758,2018-02-25,EUR,0.8131
5759,2018-02-25,GBP,0.715
5760,2018-02-26,USD,1.0
5761,2018-02-26,CAD,1.2676
5762,2018-02-26,AUD,1.2752
5763,2018-02-26,EUR,0.8117
5764,2018-02-26,GBP,0.7128
5765,2018-02-27,USD,1.0
5766,2018-02-27,CAD,1.272
5767,2018-02-27,AUD,1.2762
5768,2018-02-27,EUR,0.8129
5769,2018-02-27,GBP,0.7186
5770,2018-02-28,USD,1.0
5771,2018-02-28,CAD,1.2779
5772,2018-02-28,AUD,1.2803
5773,2018-02-28,EUR,0.8187
5774,2018-02-28,GBP,0.7239
5775,2018-03-01,USD,1.0
5776,2018-03-01,CAD,1.2862
5777,2018-03-01,AUD,1.2937
5778,2018-03-01,EUR,0.8216
5779,2018-03-01,GBP,0.7273
5780,2018-03-02,USD,1.0
5781,2018-03-02,CAD,1.288
5782,2018-03-02,AUD,1.2902
5783,2018-03-02,EUR,0.8122
5784,2018-03-02,GBP,0.7255
5785,2018-03-03,USD,1.0
5786,2018-03-03,CAD,1.288
5787,2018-03-03,AUD,1.2902
5788,2018-03-03,EUR,0.8122
5789,2018-03-03,GBP,0.7255
5790,2018-03-04,USD,1.0
5791,2018-03-04,CAD,1.288
5792,2018-03-04,AUD,1.2902
5793,2018-03-04,EUR,0.8122
5794,2018-03-04,GBP,0.7255
5795,2018-03-05,USD,1.0
5796,2018-03-05,CAD,1.2931
5797,2018-03-05,AUD,1.2909
5798,2018-03-05,EUR,0.8125
5799,2018-03-05,GBP,0.7237
5800,2018-03-06,USD,1.0
5801,2018-03-06,CAD,1.2886
5802,2018-03-06,AUD,1.2763
5803,2018-03-06,EUR,0.8057
5804,2018-03-06,GBP,0.7184
5805,2018-03-07,USD,1.0
5806,2018-03-07,CAD,1.2931
5807,2018-03-07,AUD,1.2812
5808,2018-03-07,EUR,0.8053
5809,2018-03-07,GBP,0.7209
5810,2018-03-08,USD,1.0
5811,2018-03-08,CAD,1.2917
5812,2018-03-08,AUD,1.2811
5813,2018-03-08,EUR,0.8051
5814,2018-03-08,GBP,0.7203
5815,2018-03-09,USD,1.0
5816,2018-03-09,CAD,1.2894
5817,2018-03-09,AUD,1.2832
5818,2018-03-09,EUR,0.8136
5819,2018-03-09,GBP,0.7232
5820,2018-03-10,USD,1.0
5821,2018-03-10,CAD,1.2894
5822,2018-03-10,AUD,1.2832
5823,2018-03-10,EUR,0.8136
5824,2018-03-10,GBP,0.7232
5825,2018-03-11,USD,1.0
5826,2018-03-11,CAD,1.2894
5827,2018-03-11,AUD,1.2832
5828,2018-03-11,EUR,0.8136
5829,2018-03-11,GBP,0.7232
5830,2018-03-12,USD,1.0
5831,2018-03-12,CAD,1.2829
5832,2018-03-12,AUD,1.2714
5833,2018-03-12,EUR,0.8129
5834,2018-03-12,GBP,0.7201
5835,2018-03-13,USD,1.0
5836,2018-03-13,CAD,1.2837
5837,2018-03-13,AUD,1.267
5838,2018-03-13,EUR,0.8079
5839,2018-03-13,GBP,0.7162
5840,2018-03-14,USD,1.0
5841,2018-03-14,CAD,1.293
5842,2018-03-14,AUD,1.2648
5843,2018-03-14,EUR,0.8085
5844,2018-03-14,GBP,0.7165
5845,2018-03-15,USD,1.0
5846,2018-03-15,CAD,1.2985
5847,2018-03-15,AUD,1.275
5848,2018-03-15,EUR,0.8103
5849,2018-03-15,GBP,0.717
5850,2018-03-16,USD,1.0
5851,2018-03-16,CAD,1.3078
5852,2018-03-16,AUD,1.2893
5853,2018-03-16,EUR,0.8129
5854,2018-03-16,GBP,0.7174
5855,2018-03-17,USD,1.0
5856,2018-03-17,CAD,1.3078
5857,2018-03-17,AUD,1.2893
5858,2018-03-17,EUR,0.8129
5859,2018-03-17,GBP,0.7174
5860,2018-03-18,USD,1.0
5861,2018-03-18,CAD,1.3078
5862,2018-03-18,AUD,1.2893
5863,2018-03-18,EUR,0.8129
5864,2018-03-18,GBP,0.7174
5865,2018-03-19,USD,1.0
5866,2018-03-19,CAD,1.3084
5867,2018-03-19,AUD,1.2994
5868,2018-03-19,EUR,0.8124
5869,2018-03-19,GBP,0.7116
5870,2018-03-20,USD,1.0
5871,2018-03-20,CAD,1.3066
5872,2018-03-20,AUD,1.298
5873,2018-03-20,EUR,0.8146
5874,2018-03-20,GBP,0.7145
5875,2018-03-21,USD,1.0
5876,2018-03-21,CAD,1.298
5877,2018-03-21,AUD,1.3018
5878,2018-03-21,EUR,0.8139
5879,2018-03-21,GBP,0.7114
5880,2018-03-22,USD,1.0
5881,2018-03-22,CAD,1.2901
5882,2018-03-22,AUD,1.297
5883,2018-03-22,EUR,0.812
5884,2018-03-22,GBP,0.708
5885,2018-03-23,USD,1.0
5886,2018-03-23,CAD,1.2853
5887,2018-03-23,AUD,1.2942
5888,2018-03-23,EUR,0.81
5889,2018-03-23,GBP,0.707
5890,2018-03-24,USD,1.0
